"","ind","vid","fr","fn","pitch","yaw","roll","fd","luminance","age","facial_hair","makeup","gender","race","hair","eye","glasses","attractive","extraverted","trustworthy","intelligent","mean","competent","typical","unemotional","memorable","humble"
"1125",597,"Carla_Sullivan_U126_vid04_clip03_2secs",27,"Carla_Sullivan_U126_vid04_clip03_2secs_fr027.mat",-8.46854,23.7375,0.532823,25.2085099982313,0.469016075719,1.33333333333333,"None",1,"Female","White","Blonde","Brown","No",6.75,7.16666666666667,6.41666666666667,7,3.33333333333333,6,6.90909090909091,3.46153846153846,4.33333333333333,4.58333333333333
"1126",598,"Carla_Sullivan_U126_vid04_clip03_2secs",33,"Carla_Sullivan_U126_vid04_clip03_2secs_fr033.mat",-7.00792,25.6821,-0.699419,26.6302532859521,0.464904383258,1.33333333333333,"None",1,"Female","White","Blonde","Brown","No",6.75,7.16666666666667,6.41666666666667,7,3.33333333333333,6,6.90909090909091,3.46153846153846,4.33333333333333,4.58333333333333
"1127",599,"Carla_Sullivan_U126_vid04_clip03_2secs",39,"Carla_Sullivan_U126_vid04_clip03_2secs_fr039.mat",-9.3767,26.0703,0.0628089,27.7053603105594,0.467895667316,1.33333333333333,"None",1,"Female","White","Blonde","Brown","No",6.75,7.16666666666667,6.41666666666667,7,3.33333333333333,6,6.90909090909091,3.46153846153846,4.33333333333333,4.58333333333333
"1128",600,"Carla_Sullivan_U126_vid04_clip03_2secs",45,"Carla_Sullivan_U126_vid04_clip03_2secs_fr045.mat",-9.77076,24.7223,-0.659633,26.5912576604095,0.47265760861,1.33333333333333,"None",1,"Female","White","Blonde","Brown","No",6.75,7.16666666666667,6.41666666666667,7,3.33333333333333,6,6.90909090909091,3.46153846153846,4.33333333333333,4.58333333333333
"1129",601,"Carla_Sullivan_vid02_clip01_2secs",3,"Carla_Sullivan_vid02_clip01_2secs_fr003.mat",-24.0576,20.5857,2.01647,31.7270438823238,0.282025103711,0.833333333333333,"None",1.66666666666667,"Female","Hispanic/Latino","Black","Brown","No",6.25,7,5.33333333333333,5.36363636363636,4.33333333333333,5.41666666666667,5.36363636363636,4.69230769230769,5,4.33333333333333
"1130",602,"Carla_Sullivan_vid02_clip01_2secs",9,"Carla_Sullivan_vid02_clip01_2secs_fr009.mat",-17.8013,29.0422,4.61629,34.3750752129228,0.249062604959,0.833333333333333,"None",1.66666666666667,"Female","Hispanic/Latino","Black","Brown","No",6.25,7,5.33333333333333,5.36363636363636,4.33333333333333,5.41666666666667,5.36363636363636,4.69230769230769,5,4.33333333333333
"1131",603,"Carla_Sullivan_vid02_clip01_2secs",15,"Carla_Sullivan_vid02_clip01_2secs_fr015.mat",-14.5136,29.1335,7.62516,33.4297542951724,0.238124778782,0.833333333333333,"None",1.66666666666667,"Female","Hispanic/Latino","Black","Brown","No",6.25,7,5.33333333333333,5.36363636363636,4.33333333333333,5.41666666666667,5.36363636363636,4.69230769230769,5,4.33333333333333
"1132",604,"Carla_Sullivan_vid02_clip01_2secs",21,"Carla_Sullivan_vid02_clip01_2secs_fr021.mat",-11.8493,25.9243,6.05707,29.1404073060913,0.24662424863,0.833333333333333,"None",1.66666666666667,"Female","Hispanic/Latino","Black","Brown","No",6.25,7,5.33333333333333,5.36363636363636,4.33333333333333,5.41666666666667,5.36363636363636,4.69230769230769,5,4.33333333333333
"1133",605,"Carla_Sullivan_vid02_clip01_2secs",27,"Carla_Sullivan_vid02_clip01_2secs_fr027.mat",-19.6684,25.7201,1.85289,32.431507888504,0.256528417929,0.833333333333333,"None",1.66666666666667,"Female","Hispanic/Latino","Black","Brown","No",6.25,7,5.33333333333333,5.36363636363636,4.33333333333333,5.41666666666667,5.36363636363636,4.69230769230769,5,4.33333333333333
"1134",606,"Carla_Sullivan_vid02_clip01_2secs",33,"Carla_Sullivan_vid02_clip01_2secs_fr033.mat",-10.8301,14.2259,-2.52693,18.056928643734,0.260240932697,0.833333333333333,"None",1.66666666666667,"Female","Hispanic/Latino","Black","Brown","No",6.25,7,5.33333333333333,5.36363636363636,4.33333333333333,5.41666666666667,5.36363636363636,4.69230769230769,5,4.33333333333333
"1135",607,"Carla_Sullivan_vid02_clip01_2secs",39,"Carla_Sullivan_vid02_clip01_2secs_fr039.mat",-12.8523,14.4476,-2.25108,19.4674631684871,0.235067241347,0.833333333333333,"None",1.66666666666667,"Female","Hispanic/Latino","Black","Brown","No",6.25,7,5.33333333333333,5.36363636363636,4.33333333333333,5.41666666666667,5.36363636363636,4.69230769230769,5,4.33333333333333
"1136",608,"Carla_Sullivan_vid02_clip01_2secs",45,"Carla_Sullivan_vid02_clip01_2secs_fr045.mat",-22.4445,14.2742,-0.178038,26.5996252496054,0.25971738569,0.833333333333333,"None",1.66666666666667,"Female","Hispanic/Latino","Black","Brown","No",6.25,7,5.33333333333333,5.36363636363636,4.33333333333333,5.41666666666667,5.36363636363636,4.69230769230769,5,4.33333333333333
"1185",609,"Carlos_Queiroz_vid03_clip01_2secs",3,"Carlos_Queiroz_vid03_clip01_2secs_fr003.mat",-4.53865,26.1072,-3.87365,26.7804107508641,0.316972259323,4.5,"None",0,"Male","White","White","Brown","No",5.16666666666667,4.75,4.58333333333333,5.63636363636364,5.58333333333333,6,6.27272727272727,5,5,3.83333333333333
"1186",610,"Carlos_Queiroz_vid03_clip01_2secs",9,"Carlos_Queiroz_vid03_clip01_2secs_fr009.mat",-2.80768,18.6849,-5.33166,19.6325024728892,0.313699928929,4.5,"None",0,"Male","White","White","Brown","No",5.16666666666667,4.75,4.58333333333333,5.63636363636364,5.58333333333333,6,6.27272727272727,5,5,3.83333333333333
"1187",611,"Carlos_Queiroz_vid03_clip01_2secs",15,"Carlos_Queiroz_vid03_clip01_2secs_fr015.mat",4.4501,12.0759,-1.40816,12.9465696385413,0.308947927266,4.5,"None",0,"Male","White","White","Brown","No",5.16666666666667,4.75,4.58333333333333,5.63636363636364,5.58333333333333,6,6.27272727272727,5,5,3.83333333333333
"1188",612,"Carlos_Queiroz_vid03_clip01_2secs",21,"Carlos_Queiroz_vid03_clip01_2secs_fr021.mat",12.6498,8.84005,2.64807,15.6581032940583,0.30390025541,4.5,"None",0,"Male","White","White","Brown","No",5.16666666666667,4.75,4.58333333333333,5.63636363636364,5.58333333333333,6,6.27272727272727,5,5,3.83333333333333
"1189",613,"Carlos_Queiroz_vid03_clip01_2secs",27,"Carlos_Queiroz_vid03_clip01_2secs_fr027.mat",9.22562,5.50344,6.10375,12.3553907376699,0.303700941449,4.5,"None",0,"Male","White","White","Brown","No",5.16666666666667,4.75,4.58333333333333,5.63636363636364,5.58333333333333,6,6.27272727272727,5,5,3.83333333333333
"1190",614,"Carlos_Queiroz_vid03_clip01_2secs",33,"Carlos_Queiroz_vid03_clip01_2secs_fr033.mat",6.63651,5.39399,3.13029,9.10698131019824,0.302004031559,4.5,"None",0,"Male","White","White","Brown","No",5.16666666666667,4.75,4.58333333333333,5.63636363636364,5.58333333333333,6,6.27272727272727,5,5,3.83333333333333
"1191",615,"Carlos_Queiroz_vid03_clip01_2secs",39,"Carlos_Queiroz_vid03_clip01_2secs_fr039.mat",10.4219,7.24839,2.43222,12.9255890129038,0.304570256219,4.5,"None",0,"Male","White","White","Brown","No",5.16666666666667,4.75,4.58333333333333,5.63636363636364,5.58333333333333,6,6.27272727272727,5,5,3.83333333333333
"1192",616,"Carlos_Queiroz_vid03_clip01_2secs",45,"Carlos_Queiroz_vid03_clip01_2secs_fr045.mat",8.11266,8.04171,0.8189,11.4522901294763,0.306856900535,4.5,"None",0,"Male","White","White","Brown","No",5.16666666666667,4.75,4.58333333333333,5.63636363636364,5.58333333333333,6,6.27272727272727,5,5,3.83333333333333
"1193",617,"Carlos_Salinas_U127_vid01_clip02_2secs",3,"Carlos_Salinas_U127_vid01_clip02_2secs_fr003.mat",-13.2119,32.8966,-21.9348,41.6878404838869,0.326084656535,2,"None",1.6,"Female","White","Blonde","Brown","No",5.83333333333333,6.08333333333333,5,5,3.83333333333333,6.08333333333333,6.45454545454545,3.61538461538462,4.08333333333333,4
"1194",618,"Carlos_Salinas_U127_vid01_clip02_2secs",9,"Carlos_Salinas_U127_vid01_clip02_2secs_fr009.mat",-17.2502,21.2131,-16.695,32.0357306245698,0.334057029096,2,"None",1.6,"Female","White","Blonde","Brown","No",5.83333333333333,6.08333333333333,5,5,3.83333333333333,6.08333333333333,6.45454545454545,3.61538461538462,4.08333333333333,4
"1195",619,"Carlos_Salinas_U127_vid01_clip02_2secs",15,"Carlos_Salinas_U127_vid01_clip02_2secs_fr015.mat",-19.4951,14.3737,-8.70624,25.7383136712101,0.336564790868,2,"None",1.6,"Female","White","Blonde","Brown","No",5.83333333333333,6.08333333333333,5,5,3.83333333333333,6.08333333333333,6.45454545454545,3.61538461538462,4.08333333333333,4
"1196",620,"Carlos_Salinas_U127_vid01_clip02_2secs",21,"Carlos_Salinas_U127_vid01_clip02_2secs_fr021.mat",-20.1654,16.2536,-2.13301,25.9879318488428,0.342066547957,2,"None",1.6,"Female","White","Blonde","Brown","No",5.83333333333333,6.08333333333333,5,5,3.83333333333333,6.08333333333333,6.45454545454545,3.61538461538462,4.08333333333333,4
"1197",621,"Carlos_Salinas_U127_vid01_clip02_2secs",27,"Carlos_Salinas_U127_vid01_clip02_2secs_fr027.mat",-18.2557,15.0277,0.618022,23.6534204920236,0.338338410988,2,"None",1.6,"Female","White","Blonde","Brown","No",5.83333333333333,6.08333333333333,5,5,3.83333333333333,6.08333333333333,6.45454545454545,3.61538461538462,4.08333333333333,4
"1198",622,"Carlos_Salinas_U127_vid01_clip02_2secs",33,"Carlos_Salinas_U127_vid01_clip02_2secs_fr033.mat",-17.0732,14.7643,-0.123263,22.5719717015853,0.336533226801,2,"None",1.6,"Female","White","Blonde","Brown","No",5.83333333333333,6.08333333333333,5,5,3.83333333333333,6.08333333333333,6.45454545454545,3.61538461538462,4.08333333333333,4
"1199",623,"Carlos_Salinas_U127_vid01_clip02_2secs",39,"Carlos_Salinas_U127_vid01_clip02_2secs_fr039.mat",-17.954,14.6062,-0.203406,23.1458110344148,0.33487733564,2,"None",1.6,"Female","White","Blonde","Brown","No",5.83333333333333,6.08333333333333,5,5,3.83333333333333,6.08333333333333,6.45454545454545,3.61538461538462,4.08333333333333,4
"1200",624,"Carlos_Salinas_U127_vid01_clip02_2secs",45,"Carlos_Salinas_U127_vid01_clip02_2secs_fr045.mat",-14.8033,15.4002,0.376803,21.3645929385703,0.334639506123,2,"None",1.6,"Female","White","Blonde","Brown","No",5.83333333333333,6.08333333333333,5,5,3.83333333333333,6.08333333333333,6.45454545454545,3.61538461538462,4.08333333333333,4
"1201",625,"Carlos_Salinas_vid01_clip03_2secs",3,"Carlos_Salinas_vid01_clip03_2secs_fr003.mat",5.77438,-15.0434,-9.93796,18.9317298973443,0.436491874116,3,"Moustache",0,"Male","White","Bald","Brown","No",3.66666666666667,5.08333333333333,3.91666666666667,6.63636363636364,6.83333333333333,6.25,4.90909090909091,5.38461538461539,5.08333333333333,4.16666666666667
"1202",626,"Carlos_Salinas_vid01_clip03_2secs",9,"Carlos_Salinas_vid01_clip03_2secs_fr009.mat",46.9248,-24.7416,-24.6786,58.5074091338866,0.390446710963,3,"Moustache",0,"Male","White","Bald","Brown","No",3.66666666666667,5.08333333333333,3.91666666666667,6.63636363636364,6.83333333333333,6.25,4.90909090909091,5.38461538461539,5.08333333333333,4.16666666666667
"1203",627,"Carlos_Salinas_vid01_clip03_2secs",15,"Carlos_Salinas_vid01_clip03_2secs_fr015.mat",11.4804,-14.0855,-7.61245,19.7015301287108,0.427673778608,3,"Moustache",0,"Male","White","Bald","Brown","No",3.66666666666667,5.08333333333333,3.91666666666667,6.63636363636364,6.83333333333333,6.25,4.90909090909091,5.38461538461539,5.08333333333333,4.16666666666667
"1204",628,"Carlos_Salinas_vid01_clip03_2secs",21,"Carlos_Salinas_vid01_clip03_2secs_fr021.mat",10.6165,-14.7129,-7.01142,19.4509513668715,0.425019218987,3,"Moustache",0,"Male","White","Bald","Brown","No",3.66666666666667,5.08333333333333,3.91666666666667,6.63636363636364,6.83333333333333,6.25,4.90909090909091,5.38461538461539,5.08333333333333,4.16666666666667
"1205",629,"Carlos_Salinas_vid01_clip03_2secs",27,"Carlos_Salinas_vid01_clip03_2secs_fr027.mat",-0.979359,-15.0345,-6.48181,16.4014997843789,0.431090351451,3,"Moustache",0,"Male","White","Bald","Brown","No",3.66666666666667,5.08333333333333,3.91666666666667,6.63636363636364,6.83333333333333,6.25,4.90909090909091,5.38461538461539,5.08333333333333,4.16666666666667
"1206",630,"Carlos_Salinas_vid01_clip03_2secs",33,"Carlos_Salinas_vid01_clip03_2secs_fr033.mat",10.6208,-14.7944,-8.47007,20.0852620048856,0.430787624956,3,"Moustache",0,"Male","White","Bald","Brown","No",3.66666666666667,5.08333333333333,3.91666666666667,6.63636363636364,6.83333333333333,6.25,4.90909090909091,5.38461538461539,5.08333333333333,4.16666666666667
"1207",631,"Carlos_Salinas_vid01_clip03_2secs",39,"Carlos_Salinas_vid01_clip03_2secs_fr039.mat",4.94777,-14.4722,-6.15402,16.4862658893183,0.425519161521,3,"Moustache",0,"Male","White","Bald","Brown","No",3.66666666666667,5.08333333333333,3.91666666666667,6.63636363636364,6.83333333333333,6.25,4.90909090909091,5.38461538461539,5.08333333333333,4.16666666666667
"1208",632,"Carlos_Salinas_vid01_clip03_2secs",45,"Carlos_Salinas_vid01_clip03_2secs_fr045.mat",12.7493,-12.9447,-8.25412,19.9559616544631,0.426108704158,3,"Moustache",0,"Male","White","Bald","Brown","No",3.66666666666667,5.08333333333333,3.91666666666667,6.63636363636364,6.83333333333333,6.25,4.90909090909091,5.38461538461539,5.08333333333333,4.16666666666667
"1209",633,"Carlton_Dotson_U002_vid01_clip05_2secs",3,"Carlton_Dotson_U002_vid01_clip05_2secs_fr003.mat",-16.9246,-13.3034,10.7601,24.0666218803138,0.389782139367,4.83333333333333,"None",1.16666666666667,"Female","White","White","Blue","No",4.08333333333333,5.16666666666667,6.58333333333333,6.36363636363636,4.75,6.66666666666667,6.36363636363636,5.61538461538461,4.16666666666667,5.33333333333333
"1210",634,"Carlton_Dotson_U002_vid01_clip05_2secs",9,"Carlton_Dotson_U002_vid01_clip05_2secs_fr009.mat",-12.1996,-9.47784,7.96444,17.3807938754017,0.386122204411,4.83333333333333,"None",1.16666666666667,"Female","White","White","Blue","No",4.08333333333333,5.16666666666667,6.58333333333333,6.36363636363636,4.75,6.66666666666667,6.36363636363636,5.61538461538461,4.16666666666667,5.33333333333333
"1211",635,"Carlton_Dotson_U002_vid01_clip05_2secs",15,"Carlton_Dotson_U002_vid01_clip05_2secs_fr015.mat",-18.3614,-10.1162,9.76771,23.1276170636774,0.383646290545,4.83333333333333,"None",1.16666666666667,"Female","White","White","Blue","No",4.08333333333333,5.16666666666667,6.58333333333333,6.36363636363636,4.75,6.66666666666667,6.36363636363636,5.61538461538461,4.16666666666667,5.33333333333333
"1212",636,"Carlton_Dotson_U002_vid01_clip05_2secs",21,"Carlton_Dotson_U002_vid01_clip05_2secs_fr021.mat",-12.2058,-11.0823,7.24541,18.0081896091223,0.391577006244,4.83333333333333,"None",1.16666666666667,"Female","White","White","Blue","No",4.08333333333333,5.16666666666667,6.58333333333333,6.36363636363636,4.75,6.66666666666667,6.36363636363636,5.61538461538461,4.16666666666667,5.33333333333333
"1213",637,"Carlton_Dotson_U002_vid01_clip05_2secs",27,"Carlton_Dotson_U002_vid01_clip05_2secs_fr027.mat",-6.65062,-7.71047,6.43986,12.0479828529468,0.379574950255,4.83333333333333,"None",1.16666666666667,"Female","White","White","Blue","No",4.08333333333333,5.16666666666667,6.58333333333333,6.36363636363636,4.75,6.66666666666667,6.36363636363636,5.61538461538461,4.16666666666667,5.33333333333333
"1214",638,"Carlton_Dotson_U002_vid01_clip05_2secs",33,"Carlton_Dotson_U002_vid01_clip05_2secs_fr033.mat",-10.1618,-6.59235,8.60481,14.8581295222043,0.381669541771,4.83333333333333,"None",1.16666666666667,"Female","White","White","Blue","No",4.08333333333333,5.16666666666667,6.58333333333333,6.36363636363636,4.75,6.66666666666667,6.36363636363636,5.61538461538461,4.16666666666667,5.33333333333333
"1215",639,"Carlton_Dotson_U002_vid01_clip05_2secs",39,"Carlton_Dotson_U002_vid01_clip05_2secs_fr039.mat",-16.3036,-5.05836,7.07486,18.4783122299955,0.377374393393,4.83333333333333,"None",1.16666666666667,"Female","White","White","Blue","No",4.08333333333333,5.16666666666667,6.58333333333333,6.36363636363636,4.75,6.66666666666667,6.36363636363636,5.61538461538461,4.16666666666667,5.33333333333333
"1216",640,"Carlton_Dotson_U002_vid01_clip05_2secs",45,"Carlton_Dotson_U002_vid01_clip05_2secs_fr045.mat",-11.3853,-5.30875,6.40583,14.1011538762401,0.377030810175,4.83333333333333,"None",1.16666666666667,"Female","White","White","Blue","No",4.08333333333333,5.16666666666667,6.58333333333333,6.36363636363636,4.75,6.66666666666667,6.36363636363636,5.61538461538461,4.16666666666667,5.33333333333333
"1217",641,"Carolina_Barco_vid03_clip01_2secs",3,"Carolina_Barco_vid03_clip01_2secs_fr003.mat",-21.2232,20.694,-9.68204,31.1834531891771,0.237698833624,2.33333333333333,"None",1,"Female","White","Blonde","Brown","Yes",5,5.16666666666667,6.33333333333333,7,3,6.75,5.45454545454545,5.23076923076923,4.66666666666667,5.58333333333333
"1218",642,"Carolina_Barco_vid03_clip01_2secs",9,"Carolina_Barco_vid03_clip01_2secs_fr009.mat",-12.804,16.0631,-4.13574,20.9539958708977,0.239909546865,2.33333333333333,"None",1,"Female","White","Blonde","Brown","Yes",5,5.16666666666667,6.33333333333333,7,3,6.75,5.45454545454545,5.23076923076923,4.66666666666667,5.58333333333333
"1219",643,"Carolina_Barco_vid03_clip01_2secs",15,"Carolina_Barco_vid03_clip01_2secs_fr015.mat",-7.76454,11.671,-0.654792,14.0331420207616,0.22364425471,2.33333333333333,"None",1,"Female","White","Blonde","Brown","Yes",5,5.16666666666667,6.33333333333333,7,3,6.75,5.45454545454545,5.23076923076923,4.66666666666667,5.58333333333333
"1220",644,"Carolina_Barco_vid03_clip01_2secs",21,"Carolina_Barco_vid03_clip01_2secs_fr021.mat",-17.8894,9.52528,5.27596,20.9427158066952,0.23580282221,2.33333333333333,"None",1,"Female","White","Blonde","Brown","Yes",5,5.16666666666667,6.33333333333333,7,3,6.75,5.45454545454545,5.23076923076923,4.66666666666667,5.58333333333333
"1221",645,"Carolina_Barco_vid03_clip01_2secs",27,"Carolina_Barco_vid03_clip01_2secs_fr027.mat",-12.8054,9.02097,4.69251,16.3516304691918,0.231810651036,2.33333333333333,"None",1,"Female","White","Blonde","Brown","Yes",5,5.16666666666667,6.33333333333333,7,3,6.75,5.45454545454545,5.23076923076923,4.66666666666667,5.58333333333333
"1222",646,"Carolina_Barco_vid03_clip01_2secs",33,"Carolina_Barco_vid03_clip01_2secs_fr033.mat",-16.4825,11.0842,2.10242,19.973794475422,0.227061374976,2.33333333333333,"None",1,"Female","White","Blonde","Brown","Yes",5,5.16666666666667,6.33333333333333,7,3,6.75,5.45454545454545,5.23076923076923,4.66666666666667,5.58333333333333
"1223",647,"Carolina_Barco_vid03_clip01_2secs",39,"Carolina_Barco_vid03_clip01_2secs_fr039.mat",-16.886,11.7523,1.29762,20.6140090461414,0.227805886214,2.33333333333333,"None",1,"Female","White","Blonde","Brown","Yes",5,5.16666666666667,6.33333333333333,7,3,6.75,5.45454545454545,5.23076923076923,4.66666666666667,5.58333333333333
"1224",648,"Carolina_Barco_vid03_clip01_2secs",45,"Carolina_Barco_vid03_clip01_2secs_fr045.mat",-14.7001,10.7824,1.31057,18.2776005945775,0.230072208178,2.33333333333333,"None",1,"Female","White","Blonde","Brown","Yes",5,5.16666666666667,6.33333333333333,7,3,6.75,5.45454545454545,5.23076923076923,4.66666666666667,5.58333333333333
"1225",649,"Caroline_Dhavernas_vid01_clip04_2secs",3,"Caroline_Dhavernas_vid01_clip04_2secs_fr003.mat",-7.13565,18.6497,9.43952,22.0869497405798,0.291513675659,1.8,"None",1.4,"Female","White","Brown","Blue","No",6.75,7.41666666666667,6.16666666666667,6.18181818181818,4.75,5.83333333333333,6.54545454545455,3.53846153846154,5.25,5.08333333333333
"1226",650,"Caroline_Dhavernas_vid01_clip04_2secs",9,"Caroline_Dhavernas_vid01_clip04_2secs_fr009.mat",-5.5677,23.7628,9.63758,26.240291450104,0.288613993479,1.8,"None",1.4,"Female","White","Brown","Blue","No",6.75,7.41666666666667,6.16666666666667,6.18181818181818,4.75,5.83333333333333,6.54545454545455,3.53846153846154,5.25,5.08333333333333
"1227",651,"Caroline_Dhavernas_vid01_clip04_2secs",15,"Caroline_Dhavernas_vid01_clip04_2secs_fr015.mat",-7.22676,21.0895,7.79992,23.618463590039,0.279534375124,1.8,"None",1.4,"Female","White","Brown","Blue","No",6.75,7.41666666666667,6.16666666666667,6.18181818181818,4.75,5.83333333333333,6.54545454545455,3.53846153846154,5.25,5.08333333333333
"1228",652,"Caroline_Dhavernas_vid01_clip04_2secs",21,"Caroline_Dhavernas_vid01_clip04_2secs_fr021.mat",-5.76162,16.7765,7.64162,19.3142841829253,0.282488973653,1.8,"None",1.4,"Female","White","Brown","Blue","No",6.75,7.41666666666667,6.16666666666667,6.18181818181818,4.75,5.83333333333333,6.54545454545455,3.53846153846154,5.25,5.08333333333333
"1229",653,"Caroline_Dhavernas_vid01_clip04_2secs",27,"Caroline_Dhavernas_vid01_clip04_2secs_fr027.mat",-7.33976,20.9381,7.56832,23.4426017346625,0.27068526917,1.8,"None",1.4,"Female","White","Brown","Blue","No",6.75,7.41666666666667,6.16666666666667,6.18181818181818,4.75,5.83333333333333,6.54545454545455,3.53846153846154,5.25,5.08333333333333
"1230",654,"Caroline_Dhavernas_vid01_clip04_2secs",33,"Caroline_Dhavernas_vid01_clip04_2secs_fr033.mat",-7.7455,16.9757,8.48154,20.4964309456939,0.286192883945,1.8,"None",1.4,"Female","White","Brown","Blue","No",6.75,7.41666666666667,6.16666666666667,6.18181818181818,4.75,5.83333333333333,6.54545454545455,3.53846153846154,5.25,5.08333333333333
"1231",655,"Caroline_Dhavernas_vid01_clip04_2secs",39,"Caroline_Dhavernas_vid01_clip04_2secs_fr039.mat",-1.07913,2.62404,13.7246,14.0148047663355,0.306769400184,1.8,"None",1.4,"Female","White","Brown","Blue","No",6.75,7.41666666666667,6.16666666666667,6.18181818181818,4.75,5.83333333333333,6.54545454545455,3.53846153846154,5.25,5.08333333333333
"1232",656,"Caroline_Dhavernas_vid01_clip04_2secs",45,"Caroline_Dhavernas_vid01_clip04_2secs_fr045.mat",-2.25955,3.57619,15.9685,16.5193127389913,0.305631986044,1.8,"None",1.4,"Female","White","Brown","Blue","No",6.75,7.41666666666667,6.16666666666667,6.18181818181818,4.75,5.83333333333333,6.54545454545455,3.53846153846154,5.25,5.08333333333333
"1233",657,"Caroline_Kennedy_U128_vid02_clip02_2secs",3,"Caroline_Kennedy_U128_vid02_clip02_2secs_fr003.mat",-11.7497,-7.04492,-1.92403,13.8343138368804,0.380480769146,3,"None",1.4,"Female","White","Brown","Brown","No",6.25,4.83333333333333,5.33333333333333,5.54545454545455,5.25,7,6.36363636363636,7,4,4.91666666666667
"1234",658,"Caroline_Kennedy_U128_vid02_clip02_2secs",9,"Caroline_Kennedy_U128_vid02_clip02_2secs_fr009.mat",-11.1348,-6.69614,-2.40756,13.214325828176,0.381290046815,3,"None",1.4,"Female","White","Brown","Brown","No",6.25,4.83333333333333,5.33333333333333,5.54545454545455,5.25,7,6.36363636363636,7,4,4.91666666666667
"1235",659,"Caroline_Kennedy_U128_vid02_clip02_2secs",15,"Caroline_Kennedy_U128_vid02_clip02_2secs_fr015.mat",-11.5782,-5.4727,-3.09517,13.1751750598958,0.382280136649,3,"None",1.4,"Female","White","Brown","Brown","No",6.25,4.83333333333333,5.33333333333333,5.54545454545455,5.25,7,6.36363636363636,7,4,4.91666666666667
"1236",660,"Caroline_Kennedy_U128_vid02_clip02_2secs",21,"Caroline_Kennedy_U128_vid02_clip02_2secs_fr021.mat",-12.4355,-5.85158,-2.38432,13.9487501450417,0.382226960334,3,"None",1.4,"Female","White","Brown","Brown","No",6.25,4.83333333333333,5.33333333333333,5.54545454545455,5.25,7,6.36363636363636,7,4,4.91666666666667
"1237",661,"Caroline_Kennedy_U128_vid02_clip02_2secs",27,"Caroline_Kennedy_U128_vid02_clip02_2secs_fr027.mat",-12.7896,-6.52282,-1.63898,14.4501662396251,0.384115851175,3,"None",1.4,"Female","White","Brown","Brown","No",6.25,4.83333333333333,5.33333333333333,5.54545454545455,5.25,7,6.36363636363636,7,4,4.91666666666667
"1238",662,"Caroline_Kennedy_U128_vid02_clip02_2secs",33,"Caroline_Kennedy_U128_vid02_clip02_2secs_fr033.mat",-11.4434,-3.76598,-2.33144,12.2706813744796,0.383266059022,3,"None",1.4,"Female","White","Brown","Brown","No",6.25,4.83333333333333,5.33333333333333,5.54545454545455,5.25,7,6.36363636363636,7,4,4.91666666666667
"1239",663,"Caroline_Kennedy_U128_vid02_clip02_2secs",39,"Caroline_Kennedy_U128_vid02_clip02_2secs_fr039.mat",-10.6926,-3.07857,-2.70673,11.4514486113242,0.389856797125,3,"None",1.4,"Female","White","Brown","Brown","No",6.25,4.83333333333333,5.33333333333333,5.54545454545455,5.25,7,6.36363636363636,7,4,4.91666666666667
"1240",664,"Caroline_Kennedy_U128_vid02_clip02_2secs",45,"Caroline_Kennedy_U128_vid02_clip02_2secs_fr045.mat",-17.928,-3.82071,-1.70503,18.4097293897819,0.385763186441,3,"None",1.4,"Female","White","Brown","Brown","No",6.25,4.83333333333333,5.33333333333333,5.54545454545455,5.25,7,6.36363636363636,7,4,4.91666666666667
"1241",665,"Caroline_Kennedy_vid04_clip01_2secs",3,"Caroline_Kennedy_vid04_clip01_2secs_fr003.mat",-15.9886,-12.8467,9.32747,22.5316383658823,0.302477125477,3.6,"None",2,"Female","White","Blonde","Hazel","No",5.66666666666667,6.33333333333333,5.25,6.27272727272727,5.16666666666667,6.33333333333333,5.63636363636364,5.46153846153846,4.75,4.75
"1242",666,"Caroline_Kennedy_vid04_clip01_2secs",9,"Caroline_Kennedy_vid04_clip01_2secs_fr009.mat",-17.8707,-6.41765,5.98943,19.9103345460944,0.303076510451,3.6,"None",2,"Female","White","Blonde","Hazel","No",5.66666666666667,6.33333333333333,5.25,6.27272727272727,5.16666666666667,6.33333333333333,5.63636363636364,5.46153846153846,4.75,4.75
"1243",667,"Caroline_Kennedy_vid04_clip01_2secs",15,"Caroline_Kennedy_vid04_clip01_2secs_fr015.mat",-15.0932,-4.37334,4.20068,16.2658077407179,0.290305175421,3.6,"None",2,"Female","White","Blonde","Hazel","No",5.66666666666667,6.33333333333333,5.25,6.27272727272727,5.16666666666667,6.33333333333333,5.63636363636364,5.46153846153846,4.75,4.75
"1244",668,"Caroline_Kennedy_vid04_clip01_2secs",21,"Caroline_Kennedy_vid04_clip01_2secs_fr021.mat",-8.24129,-1.70777,3.12955,8.97938875645219,0.298184833285,3.6,"None",2,"Female","White","Blonde","Hazel","No",5.66666666666667,6.33333333333333,5.25,6.27272727272727,5.16666666666667,6.33333333333333,5.63636363636364,5.46153846153846,4.75,4.75
"1245",669,"Caroline_Kennedy_vid04_clip01_2secs",27,"Caroline_Kennedy_vid04_clip01_2secs_fr027.mat",-11.8028,-0.0165105,1.76315,11.933778042142,0.296484871876,3.6,"None",2,"Female","White","Blonde","Hazel","No",5.66666666666667,6.33333333333333,5.25,6.27272727272727,5.16666666666667,6.33333333333333,5.63636363636364,5.46153846153846,4.75,4.75
